mes,banco,rango_orden,rango_monto,suma_tasa_credito,total_creditos,registros_fuente,fecha_minima,fecha_maxima,tasa_ponderada
2023-09,BBVA Colombia,1,Menor o igual a 3 SMLMV,13163.74,385,189,2023-09-29,2023-09-29,34.19153246753247
2023-09,BBVA Colombia,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,19855.53,578,244,2023-09-29,2023-09-29,34.35212802768166
2023-09,BBVA Colombia,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,26798.8,805,307,2023-09-29,2023-09-29,33.29043478260869
2023-09,BBVA Colombia,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,22025.510000000002,679,278,2023-09-29,2023-09-29,32.43815905743741
2023-09,BBVA Colombia,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,18196.739999999998,616,299,2023-09-29,2023-09-29,29.540162337662334
2023-09,BBVA Colombia,6,Mayor a 100 SMLMV,585.39,23,21,2023-09-29,2023-09-29,25.45173913043478
2023-09,Bancien,1,Menor o igual a 3 SMLMV,676.5999999999999,17,12,2023-09-29,2023-09-29,39.8
2023-09,Bancien,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,1233.8,31,23,2023-09-29,2023-09-29,39.8
2023-09,Bancien,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2507.3999999999996,63,34,2023-09-29,2023-09-29,39.8
2023-09,Bancien,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,318.4,8,4,2023-09-29,2023-09-29,39.8
2023-09,Banco AV Villas,1,Menor o igual a 3 SMLMV,2114.12,60,52,2023-09-29,2023-09-29,35.23533333333333
2023-09,Banco AV Villas,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2670.88,81,62,2023-09-29,2023-09-29,32.973827160493826
2023-09,Banco AV Villas,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,3006.03,99,70,2023-09-29,2023-09-29,30.363939393939397
2023-09,Banco AV Villas,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,3256.0699999999997,119,74,2023-09-29,2023-09-29,27.361932773109242
2023-09,Banco AV Villas,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,3204.73,128,71,2023-09-29,2023-09-29,25.036953125
2023-09,Banco AV Villas,6,Mayor a 100 SMLMV,206.36,9,9,2023-09-29,2023-09-29,22.928888888888892
2023-09,Banco Agrario,1,Menor o igual a 3 SMLMV,260.96000000000004,7,7,2023-09-29,2023-09-29,37.28000000000001
2023-09,Banco Agrario,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,862.88,24,24,2023-09-29,2023-09-29,35.95333333333333
2023-09,Banco Agrario,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,506.8,20,19,2023-09-29,2023-09-29,25.34
2023-09,Banco Agrario,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,459.03999999999996,20,20,2023-09-29,2023-09-29,22.951999999999998
2023-09,Banco Agrario,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,213.2,7,7,2023-09-29,2023-09-29,30.457142857142856
2023-09,Banco Caja Social,1,Menor o igual a 3 SMLMV,29100.42,771,546,2023-09-29,2023-09-29,37.74373540856031
2023-09,Banco Caja Social,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,33739.21,918,559,2023-09-29,2023-09-29,36.75295206971678
2023-09,Banco Caja Social,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,36806.61,1122,566,2023-09-29,2023-09-29,32.80446524064171
2023-09,Banco Caja Social,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,17520.39,609,341,2023-09-29,2023-09-29,28.76911330049261
2023-09,Banco Caja Social,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,4526.2300000000005,174,119,2023-09-29,2023-09-29,26.012816091954026
2023-09,Banco Caja Social,6,Mayor a 100 SMLMV,149.6,7,7,2023-09-29,2023-09-29,21.37142857142857
2023-09,Banco Davibank,1,Menor o igual a 3 SMLMV,66915.41,1592,544,2023-09-29,2023-09-29,42.03229271356784
2023-09,Banco Davibank,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,40163.14,957,118,2023-09-29,2023-09-29,41.96775339602926
2023-09,Banco Davibank,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,44733.92,1072,108,2023-09-29,2023-09-29,41.72940298507463
2023-09,Banco Davibank,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,41520.68,1019,174,2023-09-29,2023-09-29,40.74649656526006
2023-09,Banco Davibank,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,142202.36000000002,3457,193,2023-09-29,2023-09-29,41.13461382701765
2023-09,Banco Davibank,6,Mayor a 100 SMLMV,1172548.69,28032,53,2023-09-29,2023-09-29,41.828934432077624
2023-09,Banco Davivienda,1,Menor o igual a 3 SMLMV,63405.84,1927,723,2023-09-29,2023-09-29,32.903912817851584
2023-09,Banco Davivienda,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,34317.86,1053,443,2023-09-29,2023-09-29,32.59056030389364
2023-09,Banco Davivienda,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,37204.32,1149,500,2023-09-29,2023-09-29,32.379738903394255
2023-09,Banco Davivienda,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,24880.73,796,375,2023-09-29,2023-09-29,31.25719849246231
2023-09,Banco Davivienda,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,10614.34,359,192,2023-09-29,2023-09-29,29.566406685236768
2023-09,Banco Davivienda,6,Mayor a 100 SMLMV,28.32,1,1,2023-09-29,2023-09-29,28.32
2023-09,Banco Falabella,1,Menor o igual a 3 SMLMV,27205.99,750,283,2023-09-29,2023-09-29,36.27465333333333
2023-09,Banco Falabella,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,22150.31,617,253,2023-09-29,2023-09-29,35.90001620745543
2023-09,Banco Falabella,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,22919.18,661,278,2023-09-29,2023-09-29,34.673494704992436
2023-09,Banco Falabella,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,11759.14,366,194,2023-09-29,2023-09-29,32.12879781420765
2023-09,Banco Falabella,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2598.84,91,61,2023-09-29,2023-09-29,28.55868131868132
2023-09,Banco Falabella,6,Mayor a 100 SMLMV,23.87,1,1,2023-09-29,2023-09-29,23.87
2023-09,Banco GNB Sudameris,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,25.02,1,1,2023-09-29,2023-09-29,25.02
2023-09,Banco Mundo Mujer,1,Menor o igual a 3 SMLMV,39156.56,934,578,2023-09-29,2023-09-29,41.923511777301925
2023-09,Banco Mundo Mujer,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,21425.27,511,276,2023-09-29,2023-09-29,41.928121330724075
2023-09,Banco Mundo Mujer,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,6849.17,164,119,2023-09-29,2023-09-29,41.763231707317075
2023-09,Banco Mundo Mujer,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,124.14999999999999,3,3,2023-09-29,2023-09-29,41.38333333333333
2023-09,Banco Pichincha,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,108.07000000000001,3,3,2023-09-29,2023-09-29,36.02333333333333
2023-09,Banco Pichincha,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,169.35,6,6,2023-09-29,2023-09-29,28.224999999999998
2023-09,Banco Pichincha,6,Mayor a 100 SMLMV,76.49,3,3,2023-09-29,2023-09-29,25.496666666666666
2023-09,Banco Popular,1,Menor o igual a 3 SMLMV,171.51999999999998,5,5,2023-09-29,2023-09-29,34.303999999999995
2023-09,Banco Popular,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,308.72999999999996,9,9,2023-09-29,2023-09-29,34.30333333333333
2023-09,Banco Popular,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,1005.67,31,24,2023-09-29,2023-09-29,32.44096774193548
2023-09,Banco Popular,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,1373.75,47,36,2023-09-29,2023-09-29,29.22872340425532
2023-09,Banco Popular,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,558.84,22,14,2023-09-29,2023-09-29,25.401818181818182
2023-09,Banco Popular,6,Mayor a 100 SMLMV,155.89000000000001,6,4,2023-09-29,2023-09-29,25.98166666666667
2023-09,Banco Serfinanza,1,Menor o igual a 3 SMLMV,1722.67,72,56,2023-09-29,2023-09-29,23.925972222222224
2023-09,Banco Serfinanza,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,4851.64,212,124,2023-09-29,2023-09-29,22.885094339622643
2023-09,Banco Serfinanza,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,1263.21,57,42,2023-09-29,2023-09-29,22.161578947368422
2023-09,Banco Serfinanza,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,1620.75,78,58,2023-09-29,2023-09-29,20.778846153846153
2023-09,Banco Serfinanza,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2204.1000000000004,112,65,2023-09-29,2023-09-29,19.67946428571429
2023-09,Banco Serfinanza,6,Mayor a 100 SMLMV,25.53,1,1,2023-09-29,2023-09-29,25.53
2023-09,Banco Unión,1,Menor o igual a 3 SMLMV,125.25,3,3,2023-09-29,2023-09-29,41.75
2023-09,Banco de Bogotá,1,Menor o igual a 3 SMLMV,72945.92,1958,708,2023-09-29,2023-09-29,37.25532175689479
2023-09,Banco de Bogotá,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,101687.73,2796,798,2023-09-29,2023-09-29,36.36900214592274
2023-09,Banco de Bogotá,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,64976.42,1839,516,2023-09-29,2023-09-29,35.332474170744966
2023-09,Banco de Bogotá,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,25863.149999999998,819,333,2023-09-29,2023-09-29,31.578937728937728
2023-09,Banco de Bogotá,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,16390.28,589,297,2023-09-29,2023-09-29,27.82730050933786
2023-09,Banco de Bogotá,6,Mayor a 100 SMLMV,823.92,39,28,2023-09-29,2023-09-29,21.126153846153844
2023-09,Banco de Occidente,1,Menor o igual a 3 SMLMV,963.49,27,24,2023-09-29,2023-09-29,35.684814814814814
2023-09,Banco de Occidente,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2916.25,84,51,2023-09-29,2023-09-29,34.717261904761905
2023-09,Banco de Occidente,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,5455.8,167,92,2023-09-29,2023-09-29,32.66946107784431
2023-09,Banco de Occidente,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,9284.91,298,114,2023-09-29,2023-09-29,31.15741610738255
2023-09,Banco de Occidente,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,18427.53,727,222,2023-09-29,2023-09-29,25.347359009628608
2023-09,Banco de Occidente,6,Mayor a 100 SMLMV,2054.87,98,62,2023-09-29,2023-09-29,20.968061224489794
2023-09,Bancolombia,1,Menor o igual a 3 SMLMV,61640.909999999996,1699,489,2023-09-29,2023-09-29,36.28070041200706
2023-09,Bancolombia,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,23361.71,709,309,2023-09-29,2023-09-29,32.95022566995769
2023-09,Bancolombia,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,30196.96,960,326,2023-09-29,2023-09-29,31.455166666666667
2023-09,Bancolombia,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,26739.26,876,298,2023-09-29,2023-09-29,30.52426940639269
2023-09,Bancolombia,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,25543.49,897,383,2023-09-29,2023-09-29,28.476577480490526
2023-09,Bancolombia,6,Mayor a 100 SMLMV,2717.42,113,81,2023-09-29,2023-09-29,24.047964601769912
2023-09,Bancoomeva,1,Menor o igual a 3 SMLMV,671.92,26,20,2023-09-29,2023-09-29,25.84307692307692
2023-09,Bancoomeva,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,1981.22,77,54,2023-09-29,2023-09-29,25.730129870129872
2023-09,Bancoomeva,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,4543.08,179,125,2023-09-29,2023-09-29,25.380335195530726
2023-09,Bancoomeva,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,4359.68,176,121,2023-09-29,2023-09-29,24.770909090909093
2023-09,Bancoomeva,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,4855.65,187,136,2023-09-29,2023-09-29,25.966042780748662
2023-09,Bancoomeva,6,Mayor a 100 SMLMV,125.05,5,5,2023-09-29,2023-09-29,25.009999999999998
2023-09,Coopcentral,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,16.0,1,1,2023-09-29,2023-09-29,16.0
2023-09,Coopcentral,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,59.64,3,2,2023-09-29,2023-09-29,19.88
2023-09,Coopcentral,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,43.5,2,2,2023-09-29,2023-09-29,21.75
2023-09,Coopcentral,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,38.03,3,3,2023-09-29,2023-09-29,12.676666666666668
2023-09,Coopcentral,6,Mayor a 100 SMLMV,20.0,1,1,2023-09-29,2023-09-29,20.0
2023-09,Finandina,1,Menor o igual a 3 SMLMV,110.44,3,3,2023-09-29,2023-09-29,36.81333333333333
2023-09,Finandina,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2158.81,60,43,2023-09-29,2023-09-29,35.98016666666667
2023-09,Finandina,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,4784.9,139,93,2023-09-29,2023-09-29,34.423741007194245
2023-09,Finandina,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,5434.86,187,109,2023-09-29,2023-09-29,29.063422459893047
2023-09,Finandina,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,884.14,35,26,2023-09-29,2023-09-29,25.261142857142858
2023-09,Itaú,1,Menor o igual a 3 SMLMV,195.93,8,6,2023-09-29,2023-09-29,24.49125
2023-09,Itaú,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,811.34,32,21,2023-09-29,2023-09-29,25.354375
2023-09,Itaú,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2057.75,81,43,2023-09-29,2023-09-29,25.40432098765432
2023-09,Itaú,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,3200.57,130,47,2023-09-29,2023-09-29,24.619769230769233
2023-09,Itaú,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,6394.82,271,119,2023-09-29,2023-09-29,23.59712177121771
2023-09,Itaú,6,Mayor a 100 SMLMV,1857.02,83,56,2023-09-29,2023-09-29,22.373734939759036
2023-09,Lulo Bank,1,Menor o igual a 3 SMLMV,1862.96,60,43,2023-09-29,2023-09-29,31.049333333333333
2023-09,Lulo Bank,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2353.26,76,51,2023-09-29,2023-09-29,30.963947368421056
2023-09,Lulo Bank,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,3528.4,115,57,2023-09-29,2023-09-29,30.681739130434785
2023-09,Lulo Bank,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,3005.5,98,41,2023-09-29,2023-09-29,30.668367346938776
2023-09,Lulo Bank,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,1107.26,39,19,2023-09-29,2023-09-29,28.39128205128205
2023-09,MiBanco,1,Menor o igual a 3 SMLMV,41.75,1,1,2023-09-29,2023-09-29,41.75
2023-10,BBVA Colombia,1,Menor o igual a 3 SMLMV,51441.27,1505,767,2023-10-06,2023-10-27,34.180245847176074
2023-10,BBVA Colombia,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,69736.59,2056,900,2023-10-06,2023-10-27,33.91857490272373
2023-10,BBVA Colombia,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,88501.33,2659,1072,2023-10-06,2023-10-27,33.28368935690109
2023-10,BBVA Colombia,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,75500.95,2344,1017,2023-10-06,2023-10-27,32.21030290102389
2023-10,BBVA Colombia,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,52124.03,1777,980,2023-10-06,2023-10-27,29.33259988745076
2023-10,BBVA Colombia,6,Mayor a 100 SMLMV,1101.8899999999999,44,41,2023-10-06,2023-10-27,25.042954545454542
2023-10,Bancien,1,Menor o igual a 3 SMLMV,1074.6,27,26,2023-10-06,2023-10-27,39.8
2023-10,Bancien,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,4218.799999999999,106,86,2023-10-06,2023-10-27,39.79999999999999
2023-10,Bancien,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,10188.8,256,171,2023-10-06,2023-10-27,39.8
2023-10,Bancien,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,1367.2299999999998,35,28,2023-10-06,2023-10-27,39.063714285714276
2023-10,Bancien,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,28.06,2,1,2023-10-20,2023-10-20,14.03
2023-10,Banco AV Villas,1,Menor o igual a 3 SMLMV,6119.099999999999,175,148,2023-10-06,2023-10-27,34.96628571428571
2023-10,Banco AV Villas,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,7501.92,234,179,2023-10-06,2023-10-27,32.05948717948718
2023-10,Banco AV Villas,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,9092.28,314,219,2023-10-06,2023-10-27,28.95630573248408
2023-10,Banco AV Villas,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,9488.08,369,234,2023-10-06,2023-10-27,25.712953929539296
2023-10,Banco AV Villas,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,9420.49,415,262,2023-10-06,2023-10-27,22.699975903614458
2023-10,Banco AV Villas,6,Mayor a 100 SMLMV,617.14,31,26,2023-10-06,2023-10-27,19.90774193548387
2023-10,Banco Agrario,1,Menor o igual a 3 SMLMV,515.28,15,15,2023-10-06,2023-10-27,34.352
2023-10,Banco Agrario,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2388.08,70,68,2023-10-06,2023-10-27,34.11542857142857
2023-10,Banco Agrario,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,1444.8,52,52,2023-10-06,2023-10-27,27.784615384615385
2023-10,Banco Agrario,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,950.88,38,38,2023-10-06,2023-10-27,25.02315789473684
2023-10,Banco Agrario,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,382.56,14,14,2023-10-06,2023-10-27,27.325714285714287
2023-10,Banco Caja Social,1,Menor o igual a 3 SMLMV,90221.79,2423,1755,2023-10-06,2023-10-27,37.23557160544779
2023-10,Banco Caja Social,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,85927.44,2394,1536,2023-10-06,2023-10-27,35.8928320802005
2023-10,Banco Caja Social,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,87391.06,2709,1572,2023-10-06,2023-10-27,32.25952750092285
2023-10,Banco Caja Social,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,49275.39,1722,997,2023-10-06,2023-10-27,28.61520905923345
2023-10,Banco Caja Social,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,12791.7,488,358,2023-10-06,2023-10-27,26.212500000000002
2023-10,Banco Caja Social,6,Mayor a 100 SMLMV,259.85,12,12,2023-10-06,2023-10-27,21.65416666666667
2023-10,Banco Davibank,1,Menor o igual a 3 SMLMV,264227.89,6644,2199,2023-10-06,2023-10-27,39.769399458157736
2023-10,Banco Davibank,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,132756.49,3343,423,2023-10-06,2023-10-27,39.7117828297936
2023-10,Banco Davibank,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,159066.0,4023,485,2023-10-06,2023-10-27,39.53914988814318
2023-10,Banco Davibank,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,221372.66,5653,768,2023-10-06,2023-10-27,39.1602087387228
2023-10,Banco Davibank,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,486777.35,12539,908,2023-10-06,2023-10-27,38.82106627322753
2023-10,Banco Davibank,6,Mayor a 100 SMLMV,4643298.109999999,117505,206,2023-10-06,2023-10-27,39.51574920216161
2023-10,Banco Davivienda,1,Menor o igual a 3 SMLMV,306243.52,9344,3177,2023-10-06,2023-10-27,32.7743493150685
2023-10,Banco Davivienda,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,170537.97,5252,2201,2023-10-06,2023-10-27,32.471052932216296
2023-10,Banco Davivienda,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,155499.86,4788,2014,2023-10-06,2023-10-27,32.476996658312444
2023-10,Banco Davivienda,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,111449.12,3548,1549,2023-10-06,2023-10-27,31.41181510710259
2023-10,Banco Davivienda,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,42311.47,1424,766,2023-10-06,2023-10-27,29.71311095505618
2023-10,Banco Davivienda,6,Mayor a 100 SMLMV,50.0,2,2,2023-10-06,2023-10-20,25.0
2023-10,Banco Falabella,1,Menor o igual a 3 SMLMV,216331.97,5727,1559,2023-10-06,2023-10-27,37.774047494325124
2023-10,Banco Falabella,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,203580.37,5368,1457,2023-10-06,2023-10-27,37.92480812220566
2023-10,Banco Falabella,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,169804.27,4522,1558,2023-10-06,2023-10-27,37.550701017249004
2023-10,Banco Falabella,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,59864.89,1696,801,2023-10-06,2023-10-27,35.297694575471695
2023-10,Banco Falabella,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,10664.86,328,198,2023-10-06,2023-10-27,32.51481707317073
2023-10,Banco Falabella,6,Mayor a 100 SMLMV,61.86,2,2,2023-10-13,2023-10-20,30.93
2023-10,Banco GNB Sudameris,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,25.59,1,1,2023-10-13,2023-10-13,25.59
2023-10,Banco GNB Sudameris,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,27.24,1,1,2023-10-27,2023-10-27,27.24
2023-10,Banco GNB Sudameris,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,99.97,4,4,2023-10-20,2023-10-27,24.9925
2023-10,Banco GNB Sudameris,6,Mayor a 100 SMLMV,91.01,4,3,2023-10-06,2023-10-27,22.7525
2023-10,Banco Mundo Mujer,1,Menor o igual a 3 SMLMV,133217.98,3350,2132,2023-10-06,2023-10-27,39.766561194029855
2023-10,Banco Mundo Mujer,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,71739.73,1804,1036,2023-10-06,2023-10-27,39.76703436807095
2023-10,Banco Mundo Mujer,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,23119.21,585,417,2023-10-06,2023-10-27,39.52001709401709
2023-10,Banco Mundo Mujer,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,552.38,14,14,2023-10-06,2023-10-27,39.455714285714286
2023-10,Banco Mundo Mujer,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,39.79,1,1,2023-10-27,2023-10-27,39.79
2023-10,Banco Pichincha,1,Menor o igual a 3 SMLMV,29.84,1,1,2023-10-13,2023-10-13,29.84
2023-10,Banco Pichincha,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,111.28999999999999,5,5,2023-10-06,2023-10-27,22.258
2023-10,Banco Pichincha,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,81.88,4,4,2023-10-06,2023-10-20,20.47
2023-10,Banco Pichincha,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,147.43,5,5,2023-10-06,2023-10-27,29.486
2023-10,Banco Pichincha,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,301.75,13,12,2023-10-06,2023-10-27,23.21153846153846
2023-10,Banco Popular,1,Menor o igual a 3 SMLMV,485.37999999999994,14,12,2023-10-06,2023-10-27,34.669999999999995
2023-10,Banco Popular,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,1567.23,47,44,2023-10-06,2023-10-27,33.34531914893617
2023-10,Banco Popular,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2605.2799999999997,82,68,2023-10-06,2023-10-27,31.77170731707317
2023-10,Banco Popular,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,2918.75,98,66,2023-10-06,2023-10-27,29.783163265306122
2023-10,Banco Popular,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,1810.5700000000002,71,44,2023-10-06,2023-10-27,25.50098591549296
2023-10,Banco Popular,6,Mayor a 100 SMLMV,302.06,12,9,2023-10-06,2023-10-27,25.171666666666667
2023-10,Banco Serfinanza,1,Menor o igual a 3 SMLMV,3154.9900000000002,131,108,2023-10-06,2023-10-27,24.083893129770996
2023-10,Banco Serfinanza,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,12965.76,559,316,2023-10-06,2023-10-27,23.194561717352414
2023-10,Banco Serfinanza,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,3379.96,146,108,2023-10-06,2023-10-27,23.15041095890411
2023-10,Banco Serfinanza,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,2853.78,130,87,2023-10-06,2023-10-27,21.95215384615385
2023-10,Banco Serfinanza,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2552.9100000000003,127,90,2023-10-06,2023-10-27,20.10165354330709
2023-10,Banco Serfinanza,6,Mayor a 100 SMLMV,75.05,3,3,2023-10-06,2023-10-13,25.016666666666666
2023-10,Banco Unión,1,Menor o igual a 3 SMLMV,355.05,9,9,2023-10-06,2023-10-27,39.45
2023-10,Banco Unión,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,78.9,2,2,2023-10-13,2023-10-27,39.45
2023-10,Banco Unión,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,78.9,2,2,2023-10-13,2023-10-13,39.45
2023-10,Banco Unión,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,78.9,2,2,2023-10-20,2023-10-27,39.45
2023-10,Banco de Bogotá,1,Menor o igual a 3 SMLMV,292070.89,7857,3560,2023-10-06,2023-10-27,37.17333460608375
2023-10,Banco de Bogotá,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,378501.0,10359,3857,2023-10-06,2023-10-27,36.538372429771215
2023-10,Banco de Bogotá,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,244628.05,6952,2637,2023-10-06,2023-10-27,35.188154487917146
2023-10,Banco de Bogotá,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,96056.64,3054,1430,2023-10-06,2023-10-27,31.452730844793713
2023-10,Banco de Bogotá,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,54589.3,1958,1108,2023-10-06,2023-10-27,27.880132788559756
2023-10,Banco de Bogotá,6,Mayor a 100 SMLMV,2578.35,126,100,2023-10-06,2023-10-27,20.46309523809524
2023-10,Banco de Occidente,1,Menor o igual a 3 SMLMV,3648.06,107,97,2023-10-06,2023-10-27,34.094018691588786
2023-10,Banco de Occidente,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,8630.79,253,179,2023-10-06,2023-10-27,34.113794466403164
