mes,banco,rango_orden,rango_monto,suma_tasa_credito,total_creditos,registros_fuente,fecha_minima,fecha_maxima,tasa_ponderada
2024-02,Coopcentral,1,Menor o igual a 3 SMLMV,50.0,2,2,2024-02-02,2024-02-09,25.0
2024-02,Coopcentral,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,28.0,1,1,2024-02-09,2024-02-09,28.0
2024-02,Coopcentral,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,58.0,2,2,2024-02-02,2024-02-23,29.0
2024-02,Coopcentral,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,45.5,2,2,2024-02-09,2024-02-23,22.75
2024-02,Coopcentral,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,39.0,2,2,2024-02-09,2024-02-16,19.5
2024-02,Coopcentral,6,Mayor a 100 SMLMV,14.0,1,1,2024-02-09,2024-02-09,14.0
2024-02,Finandina,1,Menor o igual a 3 SMLMV,65.38,2,2,2024-02-23,2024-02-23,32.69
2024-02,Finandina,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2241.08,69,63,2024-02-02,2024-02-23,32.47942028985507
2024-02,Finandina,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,6426.87,201,156,2024-02-02,2024-02-23,31.974477611940298
2024-02,Finandina,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,6993.54,238,179,2024-02-02,2024-02-23,29.384621848739496
2024-02,Finandina,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,778.02,31,28,2024-02-02,2024-02-16,25.09741935483871
2024-02,Itaú,1,Menor o igual a 3 SMLMV,156.42000000000002,6,6,2024-02-02,2024-02-23,26.070000000000004
2024-02,Itaú,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,904.36,34,31,2024-02-02,2024-02-23,26.598823529411764
2024-02,Itaú,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,3598.4700000000003,136,85,2024-02-02,2024-02-23,26.45933823529412
2024-02,Itaú,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,6962.2300000000005,267,133,2024-02-02,2024-02-23,26.075767790262173
2024-02,Itaú,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,12758.82,513,290,2024-02-02,2024-02-23,24.870994152046784
2024-02,Itaú,6,Mayor a 100 SMLMV,3560.94,150,111,2024-02-02,2024-02-23,23.7396
2024-02,Lulo Bank,1,Menor o igual a 3 SMLMV,15135.94,495,334,2024-02-02,2024-02-23,30.577656565656568
2024-02,Lulo Bank,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,9562.289999999999,343,218,2024-02-02,2024-02-23,27.878396501457722
2024-02,Lulo Bank,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,15053.460000000001,538,276,2024-02-02,2024-02-23,27.980408921933087
2024-02,Lulo Bank,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,8720.33,321,177,2024-02-02,2024-02-23,27.16613707165109
2024-02,Lulo Bank,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,3346.41,126,86,2024-02-02,2024-02-23,26.558809523809522
2024-02,MiBanco,1,Menor o igual a 3 SMLMV,138.68,4,4,2024-02-02,2024-02-23,34.67
2024-02,MiBanco,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,34.67,1,1,2024-02-16,2024-02-16,34.67
2024-02,MiBanco,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,34.67,1,1,2024-02-09,2024-02-09,34.67
2024-03,BBVA Colombia,1,Menor o igual a 3 SMLMV,30727.24,969,526,2024-03-01,2024-03-29,31.71025799793602
2024-03,BBVA Colombia,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,31287.29,998,535,2024-03-01,2024-03-29,31.349989979959922
2024-03,BBVA Colombia,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,40026.74,1297,670,2024-03-01,2024-03-29,30.86101773323053
2024-03,BBVA Colombia,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,33011.92,1107,596,2024-03-01,2024-03-29,29.82106594399277
2024-03,BBVA Colombia,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,21831.68,822,553,2024-03-01,2024-03-29,26.559221411192215
2024-03,BBVA Colombia,6,Mayor a 100 SMLMV,947.23,44,43,2024-03-01,2024-03-29,21.527954545454545
2024-03,Bancien,1,Menor o igual a 3 SMLMV,998.5799999999999,30,29,2024-03-01,2024-03-29,33.285999999999994
2024-03,Bancien,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,5889.69,177,139,2024-03-01,2024-03-29,33.27508474576271
2024-03,Bancien,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,8484.779999999999,255,180,2024-03-01,2024-03-29,33.27364705882353
2024-03,Banco AV Villas,1,Menor o igual a 3 SMLMV,3170.24,110,100,2024-03-01,2024-03-29,28.820363636363634
2024-03,Banco AV Villas,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,5724.4,198,165,2024-03-01,2024-03-29,28.911111111111108
2024-03,Banco AV Villas,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,6582.99,242,203,2024-03-01,2024-03-29,27.202438016528923
2024-03,Banco AV Villas,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,4238.11,174,129,2024-03-01,2024-03-29,24.356954022988504
2024-03,Banco AV Villas,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,4707.9,211,149,2024-03-01,2024-03-29,22.312322274881513
2024-03,Banco AV Villas,6,Mayor a 100 SMLMV,489.66,22,21,2024-03-01,2024-03-29,22.257272727272728
2024-03,Banco Agrario,1,Menor o igual a 3 SMLMV,1045.31,35,35,2024-03-01,2024-03-29,29.866
2024-03,Banco Agrario,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,3034.34,104,104,2024-03-01,2024-03-29,29.176346153846154
2024-03,Banco Agrario,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,3105.96,111,111,2024-03-01,2024-03-29,27.98162162162162
2024-03,Banco Agrario,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,1226.75,48,48,2024-03-01,2024-03-29,25.557291666666668
2024-03,Banco Agrario,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,370.89,15,15,2024-03-01,2024-03-29,24.726
2024-03,Banco Caja Social,1,Menor o igual a 3 SMLMV,69241.45999999999,2098,1562,2024-03-01,2024-03-29,33.003555767397515
2024-03,Banco Caja Social,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,44717.21,1413,1049,2024-03-01,2024-03-29,31.646999292285916
2024-03,Banco Caja Social,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,31973.59,1107,775,2024-03-01,2024-03-29,28.88309846431798
2024-03,Banco Caja Social,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,9045.210000000001,346,255,2024-03-01,2024-03-29,26.142225433526015
2024-03,Banco Caja Social,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2365.51,102,91,2024-03-01,2024-03-29,23.191274509803925
2024-03,Banco Caja Social,6,Mayor a 100 SMLMV,40.75,2,2,2024-03-22,2024-03-29,20.375
2024-03,Banco Contactar,1,Menor o igual a 3 SMLMV,19380.6,582,541,2024-03-08,2024-03-29,33.3
2024-03,Banco Contactar,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,8658.0,260,238,2024-03-08,2024-03-29,33.3
2024-03,Banco Contactar,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,1098.8999999999999,33,33,2024-03-08,2024-03-29,33.3
2024-03,Banco Contactar,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,99.89999999999999,3,3,2024-03-15,2024-03-29,33.3
2024-03,Banco Davibank,1,Menor o igual a 3 SMLMV,2757.68,84,84,2024-03-01,2024-03-29,32.829523809523806
2024-03,Banco Davibank,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,8577.779999999999,264,260,2024-03-01,2024-03-29,32.4915909090909
2024-03,Banco Davibank,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,18751.59,584,559,2024-03-01,2024-03-29,32.10888698630137
2024-03,Banco Davibank,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,31488.85,1003,877,2024-03-01,2024-03-29,31.39466600199402
2024-03,Banco Davibank,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,52502.37,1780,992,2024-03-01,2024-03-29,29.49571348314607
2024-03,Banco Davibank,6,Mayor a 100 SMLMV,108424.71,3862,244,2024-03-01,2024-03-29,28.07475660279648
2024-03,Banco Davivienda,1,Menor o igual a 3 SMLMV,203665.19,6964,2202,2024-03-01,2024-03-29,29.245432222860426
2024-03,Banco Davivienda,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,170173.66,5902,2425,2024-03-01,2024-03-29,28.83321924771264
2024-03,Banco Davivienda,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,147958.82,5183,2026,2024-03-01,2024-03-29,28.54694578429481
2024-03,Banco Davivienda,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,93240.23,3453,1467,2024-03-01,2024-03-29,27.002673037938024
2024-03,Banco Davivienda,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,34534.39,1397,745,2024-03-01,2024-03-29,24.7203937007874
2024-03,Banco Davivienda,6,Mayor a 100 SMLMV,210.21,10,9,2024-03-15,2024-03-29,21.021
2024-03,Banco Falabella,1,Menor o igual a 3 SMLMV,167188.34999999998,5106,1515,2024-03-01,2024-03-29,32.74350763807285
2024-03,Banco Falabella,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,183184.69999999998,5555,1328,2024-03-01,2024-03-29,32.976543654365436
2024-03,Banco Falabella,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,25820.62,867,555,2024-03-01,2024-03-29,29.78156862745098
2024-03,Banco Falabella,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,15362.02,534,396,2024-03-01,2024-03-29,28.767827715355807
2024-03,Banco Falabella,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,4546.43,168,148,2024-03-01,2024-03-29,27.062083333333334
2024-03,Banco GNB Sudameris,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,26.22,1,1,2024-03-22,2024-03-22,26.22
2024-03,Banco GNB Sudameris,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,50.58,2,2,2024-03-22,2024-03-22,25.29
2024-03,Banco GNB Sudameris,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,71.14,3,3,2024-03-15,2024-03-15,23.713333333333335
2024-03,Banco Mundo Mujer,1,Menor o igual a 3 SMLMV,165128.27,4926,2931,2024-03-01,2024-03-29,33.52177628907836
2024-03,Banco Mundo Mujer,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,76640.76999999999,2283,1363,2024-03-01,2024-03-29,33.5702014892685
2024-03,Banco Mundo Mujer,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,24440.88,729,554,2024-03-01,2024-03-29,33.52658436213992
2024-03,Banco Mundo Mujer,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,936.8199999999999,28,28,2024-03-01,2024-03-29,33.457857142857144
2024-03,Banco Pichincha,1,Menor o igual a 3 SMLMV,304.0,16,14,2024-03-01,2024-03-22,19.0
2024-03,Banco Pichincha,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,399.0,21,19,2024-03-01,2024-03-22,19.0
2024-03,Banco Pichincha,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,285.0,15,13,2024-03-01,2024-03-22,19.0
2024-03,Banco Pichincha,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,627.0,33,26,2024-03-01,2024-03-22,19.0
2024-03,Banco Popular,1,Menor o igual a 3 SMLMV,424.92,13,12,2024-03-01,2024-03-29,32.68615384615385
2024-03,Banco Popular,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,908.18,28,23,2024-03-01,2024-03-22,32.434999999999995
2024-03,Banco Popular,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,1655.28,54,43,2024-03-01,2024-03-22,30.653333333333332
2024-03,Banco Popular,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,1320.31,46,32,2024-03-01,2024-03-29,28.702391304347824
2024-03,Banco Popular,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,145.49,5,4,2024-03-01,2024-03-22,29.098000000000003
2024-03,Banco Serfinanza,1,Menor o igual a 3 SMLMV,1937.67,82,73,2024-03-01,2024-03-29,23.630121951219515
2024-03,Banco Serfinanza,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,5854.67,249,169,2024-03-01,2024-03-29,23.51273092369478
2024-03,Banco Serfinanza,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,1170.25,44,40,2024-03-01,2024-03-29,26.59659090909091
2024-03,Banco Serfinanza,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,758.66,30,27,2024-03-01,2024-03-29,25.288666666666664
2024-03,Banco Serfinanza,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,228.12,10,10,2024-03-01,2024-03-29,22.812
2024-03,Banco Serfinanza,6,Mayor a 100 SMLMV,23.87,1,1,2024-03-22,2024-03-22,23.87
2024-03,Banco Unión,1,Menor o igual a 3 SMLMV,132.54,4,4,2024-03-01,2024-03-22,33.135
2024-03,Banco Unión,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,33.08,1,1,2024-03-15,2024-03-15,33.08
2024-03,Banco Unión,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,165.83999999999997,5,5,2024-03-01,2024-03-29,33.16799999999999
2024-03,Banco Unión,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,99.46,3,3,2024-03-01,2024-03-08,33.15333333333333
2024-03,Banco Unión,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,51.83,2,2,2024-03-08,2024-03-29,25.915
2024-03,Banco Unión,6,Mayor a 100 SMLMV,18.75,1,1,2024-03-15,2024-03-15,18.75
2024-03,Banco de Bogotá,1,Menor o igual a 3 SMLMV,405526.63,12462,5076,2024-03-01,2024-03-29,32.54105520783181
2024-03,Banco de Bogotá,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,294325.5,9143,3632,2024-03-01,2024-03-29,32.19134857267855
2024-03,Banco de Bogotá,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,202068.57,6434,2639,2024-03-01,2024-03-29,31.406367733913584
2024-03,Banco de Bogotá,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,87200.04,3019,1406,2024-03-01,2024-03-29,28.883749585955613
2024-03,Banco de Bogotá,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,60969.92,2506,1374,2024-03-01,2024-03-29,24.329577015163608
2024-03,Banco de Bogotá,6,Mayor a 100 SMLMV,3517.66,188,144,2024-03-01,2024-03-29,18.71095744680851
2024-03,Banco de Occidente,1,Menor o igual a 3 SMLMV,1932.28,64,59,2024-03-01,2024-03-29,30.191875
2024-03,Banco de Occidente,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,4846.29,161,149,2024-03-01,2024-03-29,30.101180124223603
2024-03,Banco de Occidente,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,12599.19,426,296,2024-03-01,2024-03-29,29.575563380281693
2024-03,Banco de Occidente,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,24300.21,850,408,2024-03-01,2024-03-29,28.588482352941174
2024-03,Banco de Occidente,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,46434.63,1846,726,2024-03-01,2024-03-29,25.154187432286022
2024-03,Banco de Occidente,6,Mayor a 100 SMLMV,5010.37,220,144,2024-03-01,2024-03-29,22.774409090909092
2024-03,Bancolombia,1,Menor o igual a 3 SMLMV,339830.59,11073,3700,2024-03-01,2024-03-29,30.69001986814775
2024-03,Bancolombia,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,122925.35,4310,1767,2024-03-01,2024-03-29,28.520962877030165
2024-03,Bancolombia,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,162622.98,5881,2006,2024-03-01,2024-03-29,27.652266621322905
2024-03,Bancolombia,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,149230.87,5572,2004,2024-03-01,2024-03-29,26.78228104809763
2024-03,Bancolombia,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,124701.14,4952,2265,2024-03-01,2024-03-29,25.181974959612276
2024-03,Bancolombia,6,Mayor a 100 SMLMV,15534.74,668,497,2024-03-01,2024-03-29,23.25559880239521
2024-03,Bancoomeva,1,Menor o igual a 3 SMLMV,2956.94,103,95,2024-03-01,2024-03-29,28.708155339805824
2024-03,Bancoomeva,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,6324.01,222,197,2024-03-01,2024-03-29,28.486531531531533
2024-03,Bancoomeva,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,14719.43,528,371,2024-03-01,2024-03-29,27.877708333333334
2024-03,Bancoomeva,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,21903.43,794,491,2024-03-01,2024-03-29,27.5861838790932
2024-03,Bancoomeva,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,18743.07,680,477,2024-03-01,2024-03-29,27.56333823529412
2024-03,Bancoomeva,6,Mayor a 100 SMLMV,236.62,9,8,2024-03-01,2024-03-29,26.29111111111111
2024-03,Coopcentral,1,Menor o igual a 3 SMLMV,28.0,1,1,2024-03-15,2024-03-15,28.0
2024-03,Coopcentral,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,44.0,2,2,2024-03-01,2024-03-29,22.0
2024-03,Coopcentral,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,42.0,2,2,2024-03-22,2024-03-22,21.0
2024-03,Coopcentral,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,99.5,4,4,2024-03-01,2024-03-15,24.875
2024-03,Coopcentral,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,82.2,5,5,2024-03-01,2024-03-29,16.44
2024-03,Finandina,1,Menor o igual a 3 SMLMV,82.92,3,3,2024-03-08,2024-03-22,27.64
2024-03,Finandina,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,1512.6299999999999,52,45,2024-03-01,2024-03-29,29.089038461538458
2024-03,Finandina,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,5591.53,208,168,2024-03-01,2024-03-29,26.882355769230767
2024-03,Finandina,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,9011.73,368,284,2024-03-01,2024-03-29,24.488396739130433
2024-03,Finandina,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,533.02,23,21,2024-03-01,2024-03-29,23.17478260869565
2024-03,Itaú,1,Menor o igual a 3 SMLMV,71.61,3,3,2024-03-01,2024-03-22,23.87
2024-03,Itaú,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,1072.99,39,37,2024-03-01,2024-03-29,27.512564102564102
2024-03,Itaú,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,3294.67,125,88,2024-03-01,2024-03-29,26.35736
2024-03,Itaú,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,5752.66,225,122,2024-03-01,2024-03-29,25.56737777777778
2024-03,Itaú,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,13171.460000000001,544,316,2024-03-01,2024-03-29,24.212242647058826
2024-03,Itaú,6,Mayor a 100 SMLMV,3296.7000000000003,143,116,2024-03-01,2024-03-29,23.053846153846155
2024-03,Lulo Bank,1,Menor o igual a 3 SMLMV,54057.159999999996,1710,810,2024-03-01,2024-03-29,31.612374269005844
2024-03,Lulo Bank,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,22612.21,783,403,2024-03-01,2024-03-29,28.878939974457214
2024-03,Lulo Bank,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,24635.13,878,429,2024-03-01,2024-03-29,28.058234624145786
2024-03,Lulo Bank,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,12878.93,472,237,2024-03-01,2024-03-29,27.285868644067797
2024-03,Lulo Bank,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,4678.03,180,104,2024-03-01,2024-03-29,25.989055555555556
2024-03,MiBanco,1,Menor o igual a 3 SMLMV,132.0,4,4,2024-03-15,2024-03-29,33.0
2024-03,MiBanco,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,33.0,1,1,2024-03-22,2024-03-22,33.0
2024-03,MiBanco,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,66.0,2,2,2024-03-15,2024-03-22,33.0
2024-04,BBVA Colombia,1,Menor o igual a 3 SMLMV,22402.46,782,396,2024-04-05,2024-04-26,28.647647058823527
2024-04,BBVA Colombia,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,22531.61,813,465,2024-04-05,2024-04-26,27.714157441574418
2024-04,BBVA Colombia,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,27177.4,1001,549,2024-04-05,2024-04-26,27.150249750249753
2024-04,BBVA Colombia,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,21049.11,786,458,2024-04-05,2024-04-26,26.780038167938933
2024-04,BBVA Colombia,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,14490.85,585,399,2024-04-05,2024-04-26,24.77068376068376
2024-04,BBVA Colombia,6,Mayor a 100 SMLMV,906.8199999999999,45,42,2024-04-05,2024-04-26,20.151555555555554
2024-04,Bancien,1,Menor o igual a 3 SMLMV,761.07,23,21,2024-04-05,2024-04-26,33.09
2024-04,Bancien,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,3706.0800000000004,112,85,2024-04-05,2024-04-26,33.09
2024-04,Bancien,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,4864.2300000000005,147,110,2024-04-05,2024-04-26,33.09
2024-04,Banco AV Villas,1,Menor o igual a 3 SMLMV,3515.42,125,115,2024-04-05,2024-04-26,28.12336
2024-04,Banco AV Villas,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,5993.18,213,167,2024-04-05,2024-04-26,28.13699530516432
2024-04,Banco AV Villas,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,5880.47,229,163,2024-04-05,2024-04-26,25.678908296943234
2024-04,Banco AV Villas,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,4583.42,188,140,2024-04-05,2024-04-26,24.379893617021278
2024-04,Banco AV Villas,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,3836.2,175,124,2024-04-05,2024-04-26,21.921142857142858
2024-04,Banco AV Villas,6,Mayor a 100 SMLMV,397.4,18,17,2024-04-05,2024-04-26,22.077777777777776
2024-04,Banco Agrario,1,Menor o igual a 3 SMLMV,813.54,28,28,2024-04-05,2024-04-26,29.055
2024-04,Banco Agrario,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2931.61,101,100,2024-04-05,2024-04-26,29.025841584158417
2024-04,Banco Agrario,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2235.72,83,83,2024-04-05,2024-04-26,26.936385542168672
2024-04,Banco Agrario,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,1070.29,43,43,2024-04-05,2024-04-26,24.89046511627907
2024-04,Banco Agrario,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,248.1,9,9,2024-04-12,2024-04-26,27.566666666666666
2024-04,Banco Caja Social,1,Menor o igual a 3 SMLMV,61845.420000000006,1923,1420,2024-04-05,2024-04-26,32.16090483619345
2024-04,Banco Caja Social,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,43263.63,1409,973,2024-04-05,2024-04-26,30.705202271114263
2024-04,Banco Caja Social,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,33344.8,1202,836,2024-04-05,2024-04-26,27.74109816971714
2024-04,Banco Caja Social,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,10943.19,439,299,2024-04-05,2024-04-26,24.92753986332574
2024-04,Banco Caja Social,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,3232.4500000000003,149,118,2024-04-05,2024-04-26,21.694295302013426
2024-04,Banco Caja Social,6,Mayor a 100 SMLMV,21.25,1,1,2024-04-19,2024-04-19,21.25
2024-04,Banco Contactar,1,Menor o igual a 3 SMLMV,15554.060000000001,470,432,2024-04-05,2024-04-26,33.09374468085107
2024-04,Banco Contactar,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,7347.3,222,201,2024-04-05,2024-04-26,33.09594594594595
2024-04,Banco Contactar,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,1025.85,31,30,2024-04-05,2024-04-26,33.09193548387096
2024-04,Banco Davibank,1,Menor o igual a 3 SMLMV,2426.7,75,75,2024-04-05,2024-04-26,32.355999999999995
2024-04,Banco Davibank,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,6536.03,205,201,2024-04-05,2024-04-26,31.883073170731706
2024-04,Banco Davibank,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,19308.03,602,580,2024-04-05,2024-04-26,32.07313953488372
2024-04,Banco Davibank,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,32153.2,1023,901,2024-04-05,2024-04-26,31.43030303030303
2024-04,Banco Davibank,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,50462.66,1723,896,2024-04-05,2024-04-26,29.287672663958215
2024-04,Banco Davibank,6,Mayor a 100 SMLMV,153826.88,5609,312,2024-04-05,2024-04-26,27.42500980566946
2024-04,Banco Davivienda,1,Menor o igual a 3 SMLMV,157905.71,5377,1759,2024-04-05,2024-04-26,29.36687930072531
2024-04,Banco Davivienda,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,135424.31,4781,2037,2024-04-05,2024-04-26,28.325519765739383
2024-04,Banco Davivienda,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,124887.56,4543,1818,2024-04-05,2024-04-26,27.49010785824345
2024-04,Banco Davivienda,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,77096.93000000001,2992,1294,2024-04-05,2024-04-26,25.767690508021392
2024-04,Banco Davivienda,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,38522.95,1707,867,2024-04-05,2024-04-26,22.567633274751024
2024-04,Banco Davivienda,6,Mayor a 100 SMLMV,311.07,16,14,2024-04-05,2024-04-26,19.441875
2024-04,Banco Falabella,1,Menor o igual a 3 SMLMV,102787.31,3212,1112,2024-04-05,2024-04-26,32.0010305105853
2024-04,Banco Falabella,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,103075.54,3195,975,2024-04-05,2024-04-26,32.26151486697965
2024-04,Banco Falabella,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,25524.94,861,540,2024-04-05,2024-04-26,29.645691056910568
2024-04,Banco Falabella,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,14710.59,513,371,2024-04-05,2024-04-26,28.67561403508772
2024-04,Banco Falabella,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,3753.95,141,122,2024-04-05,2024-04-26,26.623758865248227
2024-04,Banco GNB Sudameris,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,25.96,1,1,2024-04-12,2024-04-12,25.96
2024-04,Banco GNB Sudameris,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,49.72,2,2,2024-04-19,2024-04-26,24.86
2024-04,Banco GNB Sudameris,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,73.72,3,3,2024-04-05,2024-04-12,24.573333333333334
