mes,banco,suma_tasa_credito,total_creditos,registros_fuente,fecha_minima,fecha_maxima,tasa_ponderada
2024-01,Banco Serfinanza,12691.880000000001,540,343,2024-01-05,2024-01-26,23.503481481481483
2024-01,Banco Unión,348.0,10,10,2024-01-05,2024-01-26,34.8
2024-01,Banco de Bogotá,801921.55,24998,11072,2024-01-05,2024-01-26,32.079428354268344
2024-01,Banco de Occidente,61201.26,2191,1151,2024-01-05,2024-01-26,27.933026015518028
2024-01,Bancolombia,895590.04,29325,10238,2024-01-05,2024-01-26,30.540154816709293
2024-01,Bancoomeva,17803.75,628,577,2024-01-05,2024-01-26,28.349920382165607
2024-01,Coopcentral,338.5,15,15,2024-01-05,2024-01-26,22.566666666666666
2024-01,Finandina,14862.49,494,386,2024-01-05,2024-01-26,30.086012145748988
2024-01,Itaú,17901.8,678,455,2024-01-05,2024-01-26,26.403834808259585
2024-01,Lulo Bank,32941.67,1187,739,2024-01-05,2024-01-26,27.752038753159223
2024-02,BBVA Colombia,114159.94,3729,2250,2024-02-02,2024-02-23,30.61408956824886
2024-02,Bancien,15281.89,437,303,2024-02-02,2024-02-23,34.97
2024-02,Banco AV Villas,26329.06,981,717,2024-02-02,2024-02-23,26.839001019367995
2024-02,Banco Agrario,5562.37,200,199,2024-02-02,2024-02-23,27.81185
2024-02,Banco Caja Social,142322.4,4394,3223,2024-02-02,2024-02-23,32.390168411470185
2024-02,Banco Davibank,226659.48,7458,2707,2024-02-02,2024-02-23,30.391456154465004
2024-02,Banco Davivienda,648849.91,22714,8473,2024-02-02,2024-02-23,28.566078629919875
2024-02,Banco Falabella,344416.69,10185,2940,2024-02-02,2024-02-23,33.81607167403044
2024-02,Banco GNB Sudameris,96.76,4,4,2024-02-02,2024-02-23,24.19
2024-02,Banco Mundo Mujer,232889.07,6685,4120,2024-02-02,2024-02-23,34.83755721765146
2024-02,Banco Pichincha,2508.0,132,96,2024-02-02,2024-02-23,19.0
2024-02,Banco Popular,5471.91,179,152,2024-02-02,2024-02-23,30.569329608938546
2024-02,Banco Serfinanza,14755.470000000001,622,410,2024-02-02,2024-02-23,23.722620578778137
2024-02,Banco Unión,471.15,14,14,2024-02-02,2024-02-23,33.653571428571425
2024-02,Banco de Bogotá,886107.78,27472,12119,2024-02-02,2024-02-23,32.25494248689575
2024-02,Banco de Occidente,83163.87,3038,1473,2024-02-02,2024-02-23,27.374545753785384
2024-02,Bancolombia,836602.33,28713,10619,2024-02-02,2024-02-23,29.136709156131367
2024-02,Bancoomeva,29174.17,1015,891,2024-02-02,2024-02-23,28.74302463054187
2024-02,Coopcentral,234.5,10,10,2024-02-02,2024-02-23,23.45
2024-02,Finandina,16504.89,541,428,2024-02-02,2024-02-23,30.5081146025878
2024-02,Itaú,27941.24,1106,656,2024-02-02,2024-02-23,25.263327305605788
2024-02,Lulo Bank,51818.43,1823,1091,2024-02-02,2024-02-23,28.424810751508502
2024-02,MiBanco,208.02,6,6,2024-02-02,2024-02-23,34.67
2024-03,BBVA Colombia,157832.1,5237,2923,2024-03-01,2024-03-29,30.137884284895932
2024-03,Bancien,15373.05,462,348,2024-03-01,2024-03-29,33.275
2024-03,Banco AV Villas,24913.3,957,767,2024-03-01,2024-03-29,26.032706374085684
2024-03,Banco Agrario,8783.25,313,313,2024-03-01,2024-03-29,28.06150159744409
2024-03,Banco Caja Social,157383.73,5068,3734,2024-03-01,2024-03-29,31.05440607734807
2024-03,Banco Contactar,29237.399999999998,878,815,2024-03-08,2024-03-29,33.3
2024-03,Banco Davibank,222502.98,7577,3016,2024-03-01,2024-03-29,29.36557740530553
2024-03,Banco Davivienda,649782.5,22909,8874,2024-03-01,2024-03-29,28.363634379501505
2024-03,Banco Falabella,396102.12,12230,3942,2024-03-01,2024-03-29,32.387744889615696
2024-03,Banco GNB Sudameris,147.94,6,6,2024-03-15,2024-03-22,24.656666666666666
2024-03,Banco Mundo Mujer,267146.74,7966,4876,2024-03-01,2024-03-29,33.53586994727592
2024-03,Banco Pichincha,1615.0,85,72,2024-03-01,2024-03-22,19.0
2024-03,Banco Popular,4454.18,146,114,2024-03-01,2024-03-29,30.508082191780822
2024-03,Banco Serfinanza,9973.24,416,320,2024-03-01,2024-03-29,23.974134615384614
2024-03,Banco Unión,501.5,16,16,2024-03-01,2024-03-29,31.34375
2024-03,Banco de Bogotá,1053608.32,33752,14271,2024-03-01,2024-03-29,31.216174448921546
2024-03,Banco de Occidente,95122.97,3567,1782,2024-03-01,2024-03-29,26.667499299130924
2024-03,Bancolombia,914845.67,32456,12239,2024-03-01,2024-03-29,28.18725875030811
2024-03,Bancoomeva,64883.5,2336,1639,2024-03-01,2024-03-29,27.775470890410958
2024-03,Coopcentral,295.7,14,14,2024-03-01,2024-03-29,21.12142857142857
2024-03,Finandina,16731.83,654,521,2024-03-01,2024-03-29,25.583837920489298
2024-03,Itaú,26660.09,1079,682,2024-03-01,2024-03-29,24.70814643188137
2024-03,Lulo Bank,118861.45999999999,4023,1983,2024-03-01,2024-03-29,29.54547849863286
2024-03,MiBanco,231.0,7,7,2024-03-15,2024-03-29,33.0
2024-04,BBVA Colombia,108558.25,4012,2309,2024-04-05,2024-04-26,27.05838733798604
2024-04,Bancien,9331.380000000001,282,216,2024-04-05,2024-04-26,33.09
2024-04,Banco AV Villas,24206.09,948,726,2024-04-05,2024-04-26,25.533850210970463
2024-04,Banco Agrario,7299.26,264,263,2024-04-05,2024-04-26,27.64871212121212
2024-04,Banco Caja Social,152650.74,5123,3647,2024-04-05,2024-04-26,29.7971383954714
2024-04,Banco Contactar,23927.210000000003,723,663,2024-04-05,2024-04-26,33.09434301521439
2024-04,Banco Davibank,264713.5,9237,2965,2024-04-05,2024-04-26,28.657951715925083
2024-04,Banco Davivienda,534148.53,19416,7789,2024-04-05,2024-04-26,27.510740111248456
2024-04,Banco Falabella,249852.33,7922,3120,2024-04-05,2024-04-26,31.539046957838927
2024-04,Banco GNB Sudameris,172.8,7,7,2024-04-05,2024-04-26,24.685714285714287
2024-04,Banco Mundo Mujer,214954.21000000002,6505,3895,2024-04-05,2024-04-26,33.04445964642583
2024-04,Banco Pichincha,38.0,2,2,2024-04-12,2024-04-26,19.0
2024-04,Banco Popular,584.15,21,21,2024-04-05,2024-04-26,27.816666666666666
2024-04,Banco Serfinanza,6668.72,313,253,2024-04-05,2024-04-26,21.305814696485623
2024-04,Banco Unión,380.44,12,12,2024-04-05,2024-04-26,31.703333333333333
2024-04,Banco de Bogotá,982960.2,31804,13100,2024-04-05,2024-04-26,30.906810464092565
2024-04,Banco de Occidente,76935.56,3030,1455,2024-04-05,2024-04-26,25.39127392739274
2024-04,Bancolombia,1090631.96,38381,11422,2024-04-05,2024-04-26,28.41593392564029
2024-04,Bancoomeva,50878.18,1850,1290,2024-04-05,2024-04-26,27.501718918918918
2024-04,Coopcentral,246.0,10,10,2024-04-05,2024-04-26,24.6
2024-04,Finandina,12184.31,511,420,2024-04-05,2024-04-26,23.844050880626224
2024-04,Itaú,21896.98,878,612,2024-04-05,2024-04-26,24.939612756264236
2024-04,Lulo Bank,85384.21,3461,1777,2024-04-05,2024-04-26,24.670387171337765
2024-05,BBVA Colombia,185623.63,6708,3653,2024-05-03,2024-05-31,27.671978234943353
2024-05,Bancien,17013.15,541,403,2024-05-03,2024-05-31,31.447597042513866
2024-05,Banco AV Villas,29226.1,1189,878,2024-05-03,2024-05-31,24.58040370058873
2024-05,Banco Agrario,10397.4,391,390,2024-05-03,2024-05-31,26.591815856777494
2024-05,Banco Caja Social,202967.36000000002,7088,5015,2024-05-03,2024-05-31,28.635349887133184
2024-05,Banco Contactar,18723.6,594,530,2024-05-03,2024-05-31,31.52121212121212
2024-05,Banco Davibank,264422.66,9674,3290,2024-05-03,2024-05-31,27.333332644200947
2024-05,Banco Davivienda,750972.37,28389,11912,2024-05-03,2024-05-31,26.452934939589277
