nivel,serie_id,primer_mes,ultimo_mes,meses_observados,observaciones_modelables,creditos_total,creditos_mediana,tasa_minima,tasa_maxima,tasa_std,meses_esperados,cobertura_meses,apta_modelo
banco_rango,Banco de Bogotá | Mayor a 100 SMLMV,2023-09,2026-03,31,28,6383,188.0,13.57127118644068,21.126153846153844,2.100703877374091,31,1.0,True
banco_rango,Banco AV Villas | Menor o igual a 3 SMLMV,2023-09,2026-03,31,28,6259,206.0,21.49358904109589,35.23533333333333,4.242272980178632,31,1.0,True
banco_rango,Itaú | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2023-09,2026-03,31,28,6017,175.0,19.101296296296294,27.769052132701425,2.949819554385094,31,1.0,True
banco_rango,Itaú | Mayor a 100 SMLMV,2023-09,2026-03,31,28,5073,159.0,16.810945945945946,25.44292307692308,2.589421459941799,31,1.0,True
banco_rango,Finandina | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2023-09,2026-03,31,28,4992,157.0,21.12497267759563,34.423741007194245,3.6981527959394493,31,1.0,True
banco_rango,Banco Agrario | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2023-09,2026-03,31,28,4138,134.0,21.622187500000003,28.06285714285714,2.261349094162328,31,1.0,True
banco_rango,Bancoomeva | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2023-09,2026-03,31,28,3685,107.0,19.51,29.538590604026847,3.512436286717724,31,1.0,True
banco_rango,Banco Serfinanza | Menor o igual a 3 SMLMV,2023-09,2026-03,31,28,3621,106.0,18.33370860927152,24.083893129771,1.774435989900479,31,1.0,True
banco_rango,Lulo Bank | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2023-09,2026-03,31,28,3535,111.0,19.25759776536313,29.403181818181817,2.9576651716693694,31,1.0,True
banco_rango,Banco Serfinanza | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2023-09,2026-03,31,28,3358,85.0,17.736238095238097,26.59659090909091,2.2865319162888658,31,1.0,True
banco_rango,Banco de Occidente | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2023-09,2026-03,31,28,3319,84.0,20.795324675324675,34.717261904761905,4.671292185850574,31,1.0,True
banco_rango,Banco Agrario | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2023-09,2026-03,31,28,3086,97.0,21.69366412213741,35.95333333333333,4.138375055261106,31,1.0,True
banco_rango,Banco Serfinanza | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,2023-09,2026-03,31,28,2532,66.0,15.588666666666668,25.288666666666664,2.4103874409091928,31,1.0,True
banco_rango,Banco AV Villas | Mayor a 100 SMLMV,2023-09,2026-03,31,28,2524,63.0,16.525506329113924,22.92888888888889,1.8534386901015762,31,1.0,True
banco_rango,Itaú | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2023-09,2026-03,31,28,2424,61.0,19.177222222222223,28.22594594594595,3.0027980020243463,31,1.0,True
banco_rango,Finandina | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2023-09,2026-03,31,28,2261,70.0,23.629059829059827,35.98016666666667,3.718579087955386,31,1.0,True
banco_rango,Banco Agrario | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,2023-09,2026-03,31,28,1965,57.0,21.59368421052632,25.76526315789474,1.2877764399807683,31,1.0,True
