banco,rango_orden,rango_monto,serie_banco_rango,nivel_usado,serie_usada,modelo_usado,mes_base,mes_predicho,tasa_base,prediccion_tasa_t3,total_creditos_base,modelo_recomendado,prediccion_original_tasa_t3,prediccion_recomendada_tasa_t3
Bancolombia,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,Bancolombia | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,banco_rango,Bancolombia | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,baseline_tasa_actual,2026-02,2026-05,21.25018900843268,21.25018900843268,6878.0,baseline_tasa_actual,20.11610984802246,21.25018900843268
Bancolombia,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,Bancolombia | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,banco_rango,Bancolombia | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,baseline_tasa_actual,2026-02,2026-05,20.057403939925884,20.057403939925884,5127.0,baseline_tasa_actual,19.11518096923828,20.057403939925884
Bancolombia,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,Bancolombia | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,banco_rango,Bancolombia | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,baseline_tasa_actual,2026-02,2026-05,22.650391095066187,22.650391095066187,11634.0,baseline_tasa_actual,21.8488998413086,22.650391095066187
Bancolombia,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,Bancolombia | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,banco_rango,Bancolombia | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,baseline_tasa_actual,2026-02,2026-05,21.736364416125475,21.736364416125475,8161.0,baseline_tasa_actual,21.25028610229492,21.736364416125475
Bancolombia,1,Menor o igual a 3 SMLMV,Bancolombia | Menor o igual a 3 SMLMV,banco_rango,Bancolombia | Menor o igual a 3 SMLMV,baseline_tasa_actual,2026-02,2026-05,23.69479434886636,23.69479434886636,8777.0,baseline_tasa_actual,22.266510009765625,23.69479434886636
Bancoomeva,6,Mayor a 100 SMLMV,Bancoomeva | Mayor a 100 SMLMV,banco_rango,Bancoomeva | Mayor a 100 SMLMV,baseline_tasa_actual,2026-02,2026-05,16.96688888888889,16.96688888888889,45.0,baseline_tasa_actual,16.65436553955078,16.96688888888889
Bancoomeva,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,Bancoomeva | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,banco_rango,Bancoomeva | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,baseline_tasa_actual,2026-02,2026-05,19.53760975609756,19.53760975609756,205.0,baseline_tasa_actual,19.01641845703125,19.53760975609756
Bancoomeva,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,Bancoomeva | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,banco_rango,Bancoomeva | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,baseline_tasa_actual,2026-02,2026-05,18.95697802197802,18.95697802197802,364.0,baseline_tasa_actual,17.931262969970703,18.95697802197802
Bancoomeva,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,Bancoomeva | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,banco_rango,Bancoomeva | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,baseline_tasa_actual,2026-02,2026-05,20.699102564102564,20.699102564102564,78.0,baseline_tasa_actual,20.165058135986328,20.699102564102564
Bancoomeva,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,Bancoomeva | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,banco_rango,Bancoomeva | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,baseline_tasa_actual,2026-02,2026-05,20.120898876404496,20.120898876404496,178.0,baseline_tasa_actual,19.74322891235352,20.120898876404496
Bancoomeva,1,Menor o igual a 3 SMLMV,Bancoomeva | Menor o igual a 3 SMLMV,banco_rango,Bancoomeva | Menor o igual a 3 SMLMV,baseline_tasa_actual,2026-02,2026-05,20.884651162790696,20.884651162790696,43.0,baseline_tasa_actual,20.22304344177246,20.884651162790696
Coopcentral,6,Mayor a 100 SMLMV,Coopcentral | Mayor a 100 SMLMV,banco,Coopcentral,baseline_tasa_actual,2026-02,2026-05,14.0,18.07692307692308,1.0,baseline_tasa_actual,18.07692307692308,18.07692307692308
Coopcentral,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,Coopcentral | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,banco,Coopcentral,baseline_tasa_actual,2026-02,2026-05,17.75,18.07692307692308,4.0,baseline_tasa_actual,18.07692307692308,18.07692307692308
Coopcentral,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,Coopcentral | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,banco_rango,Coopcentral | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,baseline_tasa_actual,2026-02,2026-05,13.0,13.0,2.0,baseline_tasa_actual,16.110380172729492,13.0
Coopcentral,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,Coopcentral | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,banco,Coopcentral,baseline_tasa_actual,2026-02,2026-05,20.25,18.07692307692308,4.0,baseline_tasa_actual,18.07692307692308,18.07692307692308
Coopcentral,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,Coopcentral | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,banco,Coopcentral,baseline_tasa_actual,2026-02,2026-05,21.5,18.07692307692308,2.0,baseline_tasa_actual,18.07692307692308,18.07692307692308
Finandina,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,Finandina | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,banco_rango,Finandina | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,baseline_tasa_actual,2026-02,2026-05,23.773030303030303,23.773030303030303,165.0,baseline_tasa_actual,21.87856674194336,23.773030303030303
Finandina,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,Finandina | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,banco_rango,Finandina | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,baseline_tasa_actual,2026-02,2026-05,23.248125,23.248125,48.0,baseline_tasa_actual,21.2829818725586,23.248125
Finandina,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,Finandina | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,banco_rango,Finandina | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,baseline_tasa_actual,2026-02,2026-05,24.62685185185185,24.62685185185185,54.0,baseline_tasa_actual,22.738073348999023,24.62685185185185
Finandina,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,Finandina | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,banco_rango,Finandina | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,baseline_tasa_actual,2026-02,2026-05,24.03333333333333,24.03333333333333,108.0,baseline_tasa_actual,22.442790985107425,24.03333333333333
Finandina,1,Menor o igual a 3 SMLMV,Finandina | Menor o igual a 3 SMLMV,banco_rango,Finandina | Menor o igual a 3 SMLMV,baseline_tasa_actual,2026-02,2026-05,24.616,24.616,20.0,baseline_tasa_actual,22.738073348999023,24.616
Itaú,6,Mayor a 100 SMLMV,Itaú | Mayor a 100 SMLMV,banco_rango,Itaú | Mayor a 100 SMLMV,baseline_tasa_actual,2026-02,2026-05,16.899780219780222,16.899780219780222,182.0,baseline_tasa_actual,16.65436553955078,16.899780219780222
Itaú,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,Itaú | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,banco_rango,Itaú | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,baseline_tasa_actual,2026-02,2026-05,18.482316513761468,18.482316513761468,436.0,baseline_tasa_actual,18.495391845703125,18.482316513761468
Itaú,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,Itaú | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,banco_rango,Itaú | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,baseline_tasa_actual,2026-02,2026-05,17.556456599286562,17.556456599286562,841.0,baseline_tasa_actual,17.220849990844727,17.556456599286562
Itaú,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,Itaú | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,banco_rango,Itaú | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,baseline_tasa_actual,2026-02,2026-05,19.68646258503401,19.68646258503401,147.0,baseline_tasa_actual,19.453458786010746,19.68646258503401
Itaú,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,Itaú | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,banco_rango,Itaú | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,baseline_tasa_actual,2026-02,2026-05,19.14122033898305,19.14122033898305,295.0,baseline_tasa_actual,19.04919815063477,19.14122033898305
Itaú,1,Menor o igual a 3 SMLMV,Itaú | Menor o igual a 3 SMLMV,banco_rango,Itaú | Menor o igual a 3 SMLMV,baseline_tasa_actual,2026-02,2026-05,19.54138888888889,19.54138888888889,36.0,baseline_tasa_actual,19.36750221252441,19.54138888888889
Lulo Bank,4,Mayor a 12 SMLMV y menor o igual a 25 SMLMV,Lulo Bank | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,banco_rango,Lulo Bank | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,baseline_tasa_actual,2026-02,2026-05,20.115079681274903,20.115079681274903,502.0,baseline_tasa_actual,19.63629531860352,20.115079681274903
Lulo Bank,5,Mayor a 25 SMLMV y menor o igual a 100 SMLMV,Lulo Bank | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,banco_rango,Lulo Bank | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,baseline_tasa_actual,2026-02,2026-05,19.666153846153847,19.666153846153847,104.0,baseline_tasa_actual,18.81573867797852,19.666153846153847
Lulo Bank,2,Mayor a 3 SMLMV y menor o igual a 6 SMLMV,Lulo Bank | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,banco_rango,Lulo Bank | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,baseline_tasa_actual,2026-02,2026-05,21.079168241965974,21.079168241965974,1587.0,baseline_tasa_actual,20.41487693786621,21.079168241965974
Lulo Bank,3,Mayor a 6 SMLMV y menor o igual a 12 SMLMV,Lulo Bank | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,banco_rango,Lulo Bank | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,baseline_tasa_actual,2026-02,2026-05,20.65184090909091,20.65184090909091,1320.0,baseline_tasa_actual,20.18596649169922,20.65184090909091
Lulo Bank,1,Menor o igual a 3 SMLMV,Lulo Bank | Menor o igual a 3 SMLMV,banco_rango,Lulo Bank | Menor o igual a 3 SMLMV,baseline_tasa_actual,2026-02,2026-05,21.7222563274098,21.7222563274098,3714.0,baseline_tasa_actual,21.25028610229492,21.7222563274098
