number,value,params_alpha,user_attrs_mae_valid,user_attrs_rmse_valid,user_attrs_smape_valid,state,nivel,familia,params_l1_ratio,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_l2_regularization,params_learning_rate,params_max_iter,params_max_leaf_nodes,params_colsample_bytree,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample
47,0.687165680123408,0.001543422895204263,1.5798001230300025,2.00068723760875,8.579677834025357,COMPLETE,banco_rango,elasticnet,0.8623914338438061,,,,,,,,,,,,,,
48,0.5380162000292577,1.1858466897469422,1.6872148140188121,2.4312822488645787,9.35939527912477,COMPLETE,banco_rango,elasticnet,0.9197205022182808,,,,,,,,,,,,,,
49,0.7611134524252283,0.282962751830892,1.2919669469796025,1.7483076297713134,7.137273883090713,COMPLETE,banco_rango,elasticnet,0.815676966065162,,,,,,,,,,,,,,
50,0.6849436806852355,0.07351159710602007,1.612411192046039,2.0077799055592047,8.663244182204163,COMPLETE,banco_rango,elasticnet,0.8893035919412087,,,,,,,,,,,,,,
51,0.7538953108344694,0.227558994184426,1.3316999558888707,1.7745242972089186,7.31977987900129,COMPLETE,banco_rango,elasticnet,0.8240968857333155,,,,,,,,,,,,,,
52,0.7248912855784281,0.7947295054055766,1.2780530523793632,1.876178606798179,7.310935495757612,COMPLETE,banco_rango,elasticnet,0.8102427657032555,,,,,,,,,,,,,,
53,0.7653685229582458,0.2911254554840176,1.2698697666605414,1.7326671562393143,7.039479792434035,COMPLETE,banco_rango,elasticnet,0.8614839626172015,,,,,,,,,,,,,,
54,0.6180179960222267,0.030550333335047017,1.8318374863748585,2.210769463857335,9.823773250841834,COMPLETE,banco_rango,elasticnet,0.8584582584782727,,,,,,,,,,,,,,
55,0.734523388700502,0.13570237783721623,1.4180562988828382,1.843041602643086,7.728271495669345,COMPLETE,banco_rango,elasticnet,0.919858419303723,,,,,,,,,,,,,,
56,0.43775325867262016,1.542169086136384,1.8706581203227564,2.682164928070784,10.216124451818372,COMPLETE,banco_rango,elasticnet,0.7651963566765096,,,,,,,,,,,,,,
57,0.7659637617603824,0.2891125142157874,1.267018257218873,1.7304679507502227,7.027038885765606,COMPLETE,banco_rango,elasticnet,0.8734823944694996,,,,,,,,,,,,,,
58,0.7186611354832051,0.7196458285945251,1.2849984721195313,1.897303775931577,7.364233305144236,COMPLETE,banco_rango,elasticnet,0.942875092808859,,,,,,,,,,,,,,
59,0.7183542443633222,0.00038495659641857245,1.4063822387324136,1.8983383059116214,7.777406600901984,COMPLETE,banco_rango,elasticnet,0.8758993038244003,,,,,,,,,,,,,,
60,0.7540594616966999,0.2147176542921171,1.3318860894434057,1.77393239812138,7.32234257474325,COMPLETE,banco_rango,elasticnet,0.8553554548078802,,,,,,,,,,,,,,
61,0.7583583812515238,0.2849278451224393,1.3042852848459177,1.7583603174710205,7.192961708984025,COMPLETE,banco_rango,elasticnet,0.7761670283839729,,,,,,,,,,,,,,
62,0.772125995851518,0.3635117985773622,1.2223630983270568,1.7075341483365374,6.847668744725702,COMPLETE,banco_rango,elasticnet,0.8919931270629669,,,,,,,,,,,,,,
63,0.7365782324607194,0.14063434653759246,1.4095410856607853,1.835894985521554,7.6887036433725,COMPLETE,banco_rango,elasticnet,0.916426152210011,,,,,,,,,,,,,,
64,0.7567016090508867,0.619484929364607,1.221479961054215,1.7643779606468792,6.965401658388731,COMPLETE,banco_rango,elasticnet,0.834839159964845,,,,,,,,,,,,,,
65,-0.4642181624959545,2.980788152116705,3.2563710207667986,4.328375206650582,16.15931210720443,COMPLETE,banco_rango,elasticnet,0.9009349293543225,,,,,,,,,,,,,,
66,0.6940822618694058,0.08494766567879533,1.5781020049923857,1.9784466131133742,8.496108020741396,COMPLETE,banco_rango,elasticnet,0.8814432176856818,,,,,,,,,,,,,,
67,0.7224797556997468,0.35337791222961545,1.4327317300283422,1.8843837066295275,7.814019356645266,COMPLETE,banco_rango,elasticnet,0.42853072253080204,,,,,,,,,,,,,,
68,0.7209246274942225,1.0197825243665632,1.2687893874319645,1.8896560506368687,7.200186006496826,COMPLETE,banco_rango,elasticnet,0.3033978469190288,,,,,,,,,,,,,,
69,0.7575369624095978,0.19176455497718592,1.3169421314482157,1.7613464026708585,7.253373483547687,COMPLETE,banco_rango,elasticnet,0.9484516954584575,,,,,,,,,,,,,,
70,0.2674363756624425,4.414311996666502,2.073347761100855,3.0615734342723373,11.104898403102387,COMPLETE,banco_rango,elasticnet,0.13947575326850042,,,,,,,,,,,,,,
71,0.7701811621367969,0.3870047042725038,1.2290730208583005,1.7148053033366502,6.87824026972018,COMPLETE,banco_rango,elasticnet,0.8417194141275066,,,,,,,,,,,,,,
